id,filename,speaker,tags,transcription
242,COMEONTOYOURSELF.mp3,cat,"come onto, cat, hit on","well you stand in line, and you come onto yourself"
243,COMINGONMYCHEST.mp3,tim,"come, chest, cometh, x-man",the x-man cometh all over my chest
244,COMINGOUT.wav,tim,coming out,oh wow looks like someone is coming out
245,COMINGTOTHEBALLYARD.mp3,tim,ball yard,are any one of you guys coming to the ballyard tomorrow
246,COMMERCIALS.wav,unknown man,commercials,nice listening to all of those commercials you were rolling out there before you had me on
247,COMPLIMENTFORDOUG-GOOLD.mp3,goold,"compliment, doug, goold",I had a compliment ready for doug
248,CONDESCENDINGRESPONSE.wav,tim,"response, condescending",I appreciate the condescending response
249,CONGALINE.mp3,cat,"conga, singing",*cat making singing noises*
250,CONGRATULATIONS.wav,erin andrews,"erin andrews, congratulations ",congratulations!
251,COONSKINPANTIES.wav,doug,coonskin boy panties,where they able to fit you in some coon skin boy panties?
252,COUNTRYJUSTICE.wav,doug,"justice, country",thats country justice there!
253,CRABASSDOUG.mp3,unknown man,"crabby, grumpy",so doug why you being such a crabass today to all the callers?
254,CRAPPYGAME.mp3,tim,crappy game,that was a crappy game
255,CREEPAHOLIC.wav,plowboy,"creepy, creepaholic",creepaholic
256,CUBSCUBSCUBS.wav,unknown man,cubs,cubs cubs cubs
257,CUCKEDBYTHEBULL.mp3,tim,"bull, cuck","well didnt jimmy the bull try to cuck you, bro?"
258,CUCKHOLD-PLOWSY.mp3,plowboy,"cuckold, plowboy",thats not considered cuckold in my eyes
259,CUCKOLDBEAT.mp3,tim,cuckold beat,from the cuckold beat
260,CUCKOLDJAYJR.mp3,jay jr,"jennings, cuckold",that would have been an early cuck situation
261,CUCKOLDON.mp3,alpena,"cuckold, alpena","if you can get your cuckold on, do it!"
262,CUCKOLDSCENE.mp3,tim,cuckold,theres a cuckold scene?
263,CUCKOLDSITUATION.mp3,plowboy,"plowboy, cuckold",yes I have a cuckold situation
264,CUDDLEUP.wav,jay jr,"cuddle, jay",cuddle up!
265,CUDDLE-FREAKOUT.mp3,unknown man,"cuddle, twink","if you told me I couldnt cuddle with someone, Id freak out"
266,CUETOGREAT-O.mp3,charlie,"cueto, charlie, 2Fox","cueto cueto, really greato"
267,CURIOUSHAND.mp3,tim,"curious, loin, hand",but then all the sudden you find yourself with a curious hand in your loin
268,CURIOUSYOUNGLADY.wav,unknown woman,"curious, lesbian",I was a curious young lady!
269,CUTIEPANTS.mp3,cat,"cutie pants, cat","bring it over here, cutie pants"
270,CalMay=Heyward.wav,cal may,"cal may, calvin, heyward",what did your grandma think?
271,CalMaywithAnotherTerribleQuestiontoBrandonMoss.mp3,cal may,"cal may, brandon moss",were you surprised on how far the homerun went?
272,CharlieWantsToMarryDoug.mp3,charlie,"married, wife","doug was never going to leave his wife for me, so I figured I might as well marry a woman"
273,DARAIDERS.mp3,charlie,"raiders, berman",da raiders!
274,DAMNCOLD.wav,doug,cold,so damn cold!
275,DAMNGINA.wav,tim,gina damn,damn gina!
276,DAMNJANIE.mp3,tim,janie damn,damn janie!
277,DAMNITWEEZER.wav,tim,damn weezer,damnit weezer!
278,DANMARSHALL-WOMENSTATION.mp3,dan marshall,"dan marshall, the woman 1380",the woman station was just something that hit me like a bolt of lightening 
279,DANCELTD.mp3,doug,dance,"did you dance like the dickens, did you?"
280,DEALSADEAL.mp3,plowboy,deals,deals a deal
281,DECATUR.wav,unknown man,decatur,"decatur, I hardly know her"
282,DARNSERIOUSJOURNALISM.wav,dougq,"journalism, 4fox, kmov",I thought it was darn serious journalism
283,DARNTOOTIN.wav,cat,darn tootin,youre darn tootin
284,DAYBYDAY.wav,plowboy,day by day plowboy,I just uh live day by day buddy
285,DAY'SWORKDOUGIE.wav,unknown man,days work,"all in a days work, dougie"
286,DECENTQUESTIONS.wav,unknown man,decent questions,do you guys have any decent questions?
287,DEEPANDSOFTKISSING.mp3,tim,"kissing, lesbian, soft",are you engaging in a lot of deep and soft kissing right now?
288,DEEPKISSING.mp3,jay jy,"kissing, #fff",do you like deep kissing or soft kissing?
289,DEEPTEASE.mp3,tim,"testical, deep tease","and coming up, one of our board operators is going to sell one of his testicals for $40,000!"
290,DEEPTHOUGHTSMYJAM.mp3,unknown woman,"bachelorette bachelor, deep thoughts",deep intelectual things are just my jam
291,DEKEDOTEM-DANNYMAC.mp3,dan mac,"deke dotem, danny mac, fsnmw, freedotem",so best wishes to Mr. Dotem
292,DEKEDOTEM-LARRY.mp3,larry nickel,deke dotem larry,deke dotem!
293,DEKEDOTEM.mp3,mike lee,deke dotem mike lee,deke dotem
294,DEKEYDOTEM-TIMBERFAKE.mp3,timberfake,"deke dotem, dekey, timberfake, freedotem","so whos dekey dotem , I dont get that"
295,DICKENS.wav,unknown man,dickens,like the dickens
296,DIFFERENCEAWEEK.wav,jeff fischer,"jeff fischer, rams",completely different what a week makes
297,DIMEBAGS.wav,plowboy,"dime bags, plowboy, weed",no dime bags being thrown out
298,DIN-DIN.wav,willy,"dinner, din din, willy",din din
299,DINGDINGDING-RICH.mp3,Rich from Maryland Heights,"rich, ding",ding ding ding ding ding
300,DIRTYLEMMING.mp3,cat,"lemming, cat",you dirty lemming
301,DIRTYUP.wav,tim,dirty,what you do is you dirty up the place
302,"DISAPPOINT,DOUG.mp3",janie the lesbian,disappoint,sorry to disappoint doug
303,DISGUSTINGHUMANBEING.wav,tim,"disgusting, hideous ",I mean what a horribly hideous human being I am
304,DIVA.wav,plowyboy,"diva, plowboy","like I was a diva, ya know?"
305,DNAONYOURCHEST.wav,tim,"dna, chest",DNA on your chest
306,DOFITCHICK-LARRY.mp3,larry,"fitchick, larry",well Ima try to do fitchick
307,DOITDOUG-LARRY.mp3,larry,"larry, doug, do it",do it doug
308,DOIT.wav,arnold schwarzenegger,do it,do it!
309,DOESNTMATTERWHATYOUSAY-LARRY.mp3,larry,doesnt matter,doesnt matter what you say!
310,"DOGFIGHT,BLOODBATH.wav",Rich from Maryland Heights,"dogfight, blood bath","its going to be a dog fight, its going to be a blood bath"
311,DOGGYSTYLE-LARRY.mp3,larry,"doggystyle, larry",get it done doggystyle
312,DOINGSHOWPREP.mp3,larry,"larry, show prep",im doing show prep
313,DOLPHIN.wav,tim,"dolphin, laugh",*tim dolphin cackle*
314,DON'TGOTCHOPS.mp3,charlie,"charlie, chops","yea, you dont got the chops"
315,DON'TLIKETHEWHITES.mp3,tim,whites,I dont like the whites
316,DON'TPEE.mp3,willy,pee,"you dont want to pee either, they can smell the human pee"
317,DON'TTOUCHIT.mp3,doug,touch,dont touch it
318,DONEJIM.wav,unknown man,jim,Im done Jim!
319,DONTCAREABOUTHER.mp3,unknown man,care,yea I dont care about her
320,DONTCARE-MO.mp3,mo,john mozeliak,"back it up a bit, dont really care"
321,DONTCARE.wav,doug,"doug, care","we dont care, we really dont care what you want!"
322,DONTGETMESTARTED-LARRY.mp3,larry,"doug, started","doug, dont get me started!"
323,DONTGOTOPHONELINES.mp3,tim,phones,doug should I not go to the phones anymore?
324,DONTHAVECOPY.mp3,plowboy,"copy, plowboy",sorry tim I dont have the copy in front of me
325,DONTKNOW.wav,unknown woman,know,I dont wanna know
326,DONTMESSWITHME.wav,Rich from Maryland Heights,"rich, mess",dont mess with me
327,DONTNEEDFRIEDCHICKEN-JOEROD.mp3,Joe Roderick,"joe roderick, chicken",I dont need fried chicken
328,DONTTALKABOUTMYMOTHER.wav,plowboy,"plowboy, mother","thats a little overboard, you can say you can rub honey all over my body, but dont talk about my mother"
329,DONTTELLUS.wav,doug,tell,dont tell us what to do
330,DONTUKNOW.wav,unknown man,"cat, know","what do you think cat, dont you know anything?"
331,DONTUSEHOOK.mp3,weezer,fish hook weezer,dont use a fish hook
332,DONTWORRYDOUG.mp3,big al,"doug, worry",dont you worry about it doug
333,DOORSICKBIGMAN.wav,john lackey,"sick, big man, lackey",sick big man mashup
334,DOUBLEFRYFRIES.mp3,tim,double fried fries french sfw,they double fry them fries for ya
335,DOUBLESIDEDDILDO.mp3,tim,dildo,double sided dildo
336,DOUG=BLUSH.mp3,cat,blush,and doug made himself blush with that
337,DOUGBITCHINGABOUTJOB.mp3,caller adam,"bitching, job","hey doug, everyone is tired if you bitching about your job"
338,DOUGBONDAGECAVE.wav,dennis hof,"dennis hof, bondage cage doug","what about doug, was he in the bondage cage?"
339,DOUGBREASTFEEDS-CAT.mp3,cat,"breast feeding, child","at what age did you stop breast feeding your children, doug?"
340,DOUGBROUGHTIT.wav,unknown man,stronger brought,doug brought it stronger
341,DOUGDAMNIT.wav,tim,dammit,aw doug dammit
342,DOUGDOESNOTHING.mp3,paul from wc,"paul, do nothing",you will put down all these professions when you do nothing
343,DOUGFORREALZ.mp3,tim,for real,"doug, for the reals though is what you were saying during the commercial break"
344,DOUGFULLOFIT.mp3,charlie,full of it,doug youre full of it
345,DOUGGETSROUGH.mp3,tim,"rough, mattress, sex","the temperpedic is a great mattress, its supported me and doug all night, and we get rough"
346,DOUGHANDS.wav,unknown woman,hands,"doug, you need to keep your hands to yourself"
347,DOUGHASDANDRUFF.mp3,charlie,"charlie, dandruff",isnt it embarasing when hot girls are massing your scalp and you get the dandruff everywhere
348,DOUGILIKEYOU.mp3,cat,"cat, like","doug, I like you!"
349,DOUGI'MHOT.mp3,unknown man,hot,"hey doug, Im hot"
350,DOUGISHOT-JACKIE.mp3,jackie,"jackie, hot",doug is hot anyway
351,DOUGISHOT.wav,cat,"doug, hot, cat",I think doug is hot
352,DOUGISOLD.mp3,caller adam,"old, adam",doug youre so freaking old
353,DOUGISPROCOCK.mp3,tim,caulk,doug is pro caulk
354,DOUGISRIGHT.mp3,unknown man,right,guys like me and doug are right
355,DOUGISTOASTOFTOWN.mp3,caller adam,"adam, toast, kmov",oh big guy has some special segment on channel 4 and hes the toast of the town now!
356,DOUGMADEMESMILE-TIMBERFAKE.mp3,timberfake,"timberfake, smile",you make me smile today doug
357,DOUGMYHERO.wav,unknown man,hero,dougs my hero
358,DOUGNAUGHTY.mp3,mike lee,"naughty, mike lee, boy",hey doug you a naughty boy
359,DOUGNOTRAVIOLIHEAD.mp3,larry nickel,"larry, ravioli head",doug is not a ravioli head
360,DOUGONHISGAME.wav,joe strauss,strauss,I can tell doug is on his game today
361,DOUGSAIDIT.wav,cat,doug,doug said it
362,DOUGSATISFIED.mp3,prodjoe,old man,if the old man is satisfied everything is just fine
363,DOUGSCREAMINGNAME.mp3,unknown man,scream,dougie I love it when you scream my name baby
364,DOUGSHUTUP-LARRY.mp3,larry,shut up doug,doug doug shut up!
365,DOUGSHUTYOURPIEHOLE.mp3,charlie,pie hole doug,doug why dont you shut your pie hole
366,DOUGSTOPBEINGNERVOUS.mp3,unknown woman,nervous woman,doug stop being nervous
367,DOUGSTOPWEARINGMOMJEANS.mp3,fit chick,fit chick mom jeans,doug you have a nice rear end but stop wearing those mom jeans
368,DOUGSUCKIT.mp3,unknown man,suck it,"doug, suck it"
369,DOUGTHISISSOHOT-TIM.mp3,tim,hot ,"doug, this is so hot"
370,DOUGVAUGHNTOPJOURNALIST.mp3,unknown man,top journalist,you know I respect mr vaughn as a top journalist in the world
371,DOUGWHATSWRONGWITHYOU.mp3,caller ellen,wrong ellen,oh my lord doug what is wrong with you
372,DOUGWILLBEINMECHAMBERS.mp3,tim,chambers,doug youll be in me chambers
373,DOUGWRONG.wav,unknown woman,wrong vaughn,doug vaughn is doug wrong
374,DOUGYOUPLAYINGFOOTSIEWITHME.wav,charlie,footsie,doug are you playing footsie with me?
375,DOUGYOU'RERIGHT-GOOLD.mp3,derrick goold,goold right,doug youre right
376,DOUG'SABULL.mp3,jimmy the bull,jimmy the bull ,dougs a bull
377,DOUG'SALIVE180.mp3,tim,lithe weight,dougs a lithe buck eighty
378,DOUG'SDUMBASS(MIKELEE).mp3,mike lee,mike lee dumbass,hey doug you a dumbass!
379,DOUG'SFANTASTIC-GOOLD.mp3,derrick goold,goold fantastic ,doug I think youre fantastic at what you do
380,DOUG'SGUY.mp3,tim,guy,"wow, thats dougs guy"
381,DOUG'STHEWINNER.mp3,unknown woman,winner,Dougs the winner
382,"DOUG,AHYES.mp3",tim,ah yes,"Doug ah yes, doug"
383,"DOUG,DON'TCONFORM.mp3",charlie,conform charlie,"Doug, I dont conform"
384,"DOUG,GOODLUCK.mp3",unknown man,good luck,Doug I just want to wish you good luck
385,"DOUG,LOVE'EMUP.mp3",tim,love ,"Doug, love em up"
386,"DOUG,SAYSOMETHING.mp3",charlie,say something,Doug in the meantime why dont you say something
387,DOUGLOOSENUP.wav,alpena,loosen up,doug loosen up a little bit
388,DOUGRELAX.wav,alpena,relax,"Doug, relax"
389,DOUGSAPREDATOR.mp3,charlie,charlie predator,Dougs a predator
390,DOUGSAGGRESIVE.mp3,timberfake,aggressive,Doug youre so aggressive
391,DOUGSASS-JAYJR.mp3,jay jr,dougs ass,Is Dougs ass as good as people say
392,DOUGSBUTTISA10.mp3,plowboy,plowboy butt dime,Dougs is the 10 and is the scale you judge other butts off of
393,DOUGSDOOSIE.wav,cat,cat doosie,Dougs doosie
394,DOUGSNICEBUTT.mp3,unknown man,butt,Doug ya got a nice butt!
395,DOUGSPANTS-CAT.mp3,cat,cat pants,I dont remember putting Dougs pants on this morning
396,DOUGSREFUGEE.wav,cat,refugee boy dungeon basement,Its like youre a refugee from Dougs basement!
397,DOWNTOBANG.mp3,tim,bang,You know theyre down to bang!
398,DREDGED.wav,unknown woman,dredged bacon syrup,Have you ever kind of dredged the bacon through the syrup
399,DRESSEROTIC.mp3,unknown man,dress erotically ,I always dress erotically
400,DRINKBEER-GETBOOTY.mp3,timberfake,timberfake sexy coffee booty beer,I drink sexy coffee drink beers and get booties
401,DRINKSFROMTIT.mp3,unknown man,tit teet milk,she drinks from the teet
402,DRIPONTHENIP.mp3,tim,nipple drip,sometimes a little drippin will get on my left nipple and ill go oh look
403,DRIPPINGINSEX.mp3,tim,sex taste,doug youre dripping in sex can I taste it
404,DROPITLIKEITSHOT.wav,larry,drop it like its hot ,yea you have to drop it like its hot doug
405,DROPLOADSLIKEIGGY-TIMBERFAKE.mp3,timberfake,loads timberfake iggy,hey I dont drop loads I drop kenny strodes on em
406,"DRUNK,HAMMERED.mp3",doug,drunk hammered,we were drunk we were hammered
407,DRYRUB.wav,jeff abeln,dry rub,youre a gentleman who enjoys a nice dry rub every once in awhile
408,DUCKBUTTER.wav,cat,duck butter,what is duck butter
409,DUDEISAFRUIT-TIMBERFAKE.mp3,timberfake,fruit timberfake,"the dudes a fruit, man"
410,DUDESDIGME.mp3,unknown woman,dudes dig,a lot of dudes dig me
411,DUETOGIRTH.wav,unknown man,girth,due to his girth
412,DUH-TIMBERFAKE.mp3,timberfake,duh,duh
413,DULLDOUG.wav,rudy,dull rudy,doug sounds kind of dull
414,DUMBASSTEXT.mp3,jay jr,text dumb,read this dumb ass text
415,EACHPREROGATIVE.mp3,larry nickel,prerogative,well that each persons prerogative
416,EARNER.wav,cat,earner jhe cat,for awhile he was a good earner
417,EASIERWITHGUY.wav,willy,easier gentleman,is it easier with a gentleman
418,EDMONDSNAKEDBODIES.wav,edmonds,naked bodies edmonds,naked bodies
419,ELEVATOR.mp3,doug,elevator ahyes ,elevator elevator it goes up it goes down ah yes elevator
420,ELITESEED.mp3,unknown woman,seed cougar,just plowing through a bunch of dried up women in their late 30s who need some elite seed
421,EMILLIOESTEVEZISHOT-CAT.mp3,cat,emilio estevez cute ,boy that emilio estevez if I werent straight I would go for him
422,EMOTIONALFAN.mp3,caller adam,emotional adam,heaven forbid I would be excited or upset that my team was either losing or winning
423,EMPLOYEES=BABY.mp3,tim,employees baby,I call all of my employees baby because I think its right
424,ENJOYFRIENDLY'SFRIEDCHICKEN-TIMBERFAKE.mp3,timberfake,friendlys fried chicken timberfake,yo I do like that friendlys chicken though
425,ENJOYLEGSNBUTTSALOT.mp3,janie the lesbian,legs butts janie lesbian,I enjoy legs and butts a lot
426,ENJOYSTRONGHANDS.wav,doug,gentleman strong hands,I thought you enjoyed a gentleman with strong hands
427,ENJOYSDABLING.mp3,tim,dabbling lesbian,well maybe the enjoys dabbling
428,ENTERTAININGSTUFF.wav,joe strauss,wildly entertaining strauss sfw,wildy entertaining stuff guys
429,ENTERTAININGTHECITY.mp3,andy hanselman,joe roderick entertain,joe roderick entertaining the city
430,ESPANOL.mp3,cat,spanish,como gritas ejo boop
431,EVERYBODYF'ING.wav,tim,erbody ,erbody effin haha 
432,EVERYTHINGHEDOESISCOOL.mp3,cat,cool,everything this guy does is cool
433,EWW.mp3,tim,eww,eww
434,EXACTLY.wav,unknown man,exactly,exactly
435,EXPLOSION.wav,sound effect,explosion,explosion 
436,EXTRATIGHT.mp3,plowboy,tight plowboy,I like em extra tight
437,EYELIDSSEEPING.wav,plowboy,eyelids,eyelids are seeping below the normal
438,EYES=FRIES.wav,cat,fries cat,I can look into a mans eyes and know what kind of fries he likes
439,FME.wav,tim,f me,f me
440,FACEBAT-LARRY.mp3,larry nickel,facebat larry,via the facebat
441,FACEBOOKFRIENDSARESTUPID.mp3,charlie,facebook friends stupid charlie,facebook friends are stupid
442,FACEBOOKTWITTER.wav,larry,twitter facebook larry,im a good follow on twitter im a good follow on facebook
443,FALLTIME(PITINO).wav,rick pitino,fall time pitino,fall time is here
444,FAMILYPROUD.wav,tim,family proud,ah my familys proud
445,FANOFEVERYTHING.wav,weezer,fan weezer,im a fan of everything
446,FANOFTHECAT.mp3,unknown man,fan of the cat ,im a big fan of jimmy the cat hayes
447,FANCIFULDEPICTION.wav,tim,fanciful depiction,fanciful depiction
448,FANCYCUTS.wav,jeff abeln,fancy cuts,fancy cuts
449,FANCYLAD.mp3,tim,fancy lad,well im a fancy lad
450,FANTASTICSCENERY.mp3,plowboy,plowboy fantastic scenery pony,it is fantastic scenery out there
451,FANTASYTEAM.mp3,joe strauss,fantasy strauss ,well I dont care hes on my fantasy team
452,FATKIDSBELLYJIGGLING.mp3,charlie,fat kid belly jiggling charlie,isnt it funny to see a fat kid with his belly jiggling
453,FEELENTITLED.wav,unknown man,entitled,well I feel entitled 
454,FEELGOODHAHA.wav,unknown man,feel good,I feel good haha
455,FEELSEDUCTIVE.mp3,tim,seductive,do you guys feel seductive 
456,FEELINGHOT.wav,willy,willy hot,im feeling hot tonight dolly
457,FEWPOSITIONS.wav,willy,positions,I was in a few positions
458,FFF.wav,denny,foot fetish Friday fff,a foot fetish Friday
459,FIFAFIFA.wav,prodjoe,fifa soccer joe,fifa fifa
460,FIGHTFORMEBOYS.mp3,tim,fight boys,fight for me boys
461,FILTHYLEMMING.mp3,cat,filthy lemming,you disgustingly filthy lemming
462,FINALLYAGOODQUESTION.mp3,doug,good question,finally we ask a good question
463,FINEPRESENTATION.wav,larry nickel,fine presentation larry,this show is a fine presentation
464,FINEWITHME.wav,tim,fine with me,fine with me
465,FINGERINADYKE.mp3,tim,finger dyke,finger in the dyke
466,FINGERINCHESTS.mp3,tim,finger in chests,I like to put my finger in chests
467,FINISHONMYFACE.mp3,unknown man,finish on face,tim finished on my face
468,FINNABERICH.wav,tim,finna be rich,we finna be rich
469,FINNABETURNED.mp3,tim,finna be turned,someone finna be turned
470,FIRSTIMPRESSIONROSE.mp3,doug,bachelorette first impression rose,do you know how emotional it is when a girl gives a guy a first impression rose
471,FISCALSENSE.mp3,charlie,fiscal sense,thats why it makes fiscal sense
472,FLIPSWITCH.wav,charlie,flip switch,flip the switch
473,FLOUNCEWITHME.mp3,tim,flounce bounce with me,flounce with me
474,FLUBBEDUP.wav,plowboy,flubbed up,I flubbed up
475,FMRADIO-CALLERADAM.mp3,caller adam,fm adam,I cannot believe this is on fm now
476,FOLLOWCATONTWITTER.mp3,larry nickel,cat twitter larry,you can follow the cat on twitter at the cat on fox
477,FOOTFETISH-JAYJR.mp3,jay jr,foot fetish jay,people think that sometimes I have a foot fetish
478,FORREAL.wav,unknown man,real,for real
479,FORREALSIES.wav,willy,realsies,for realsies
480,FORCEDTHISDOWNHERTHROAT.wav,plowboy,forced down throat,its like I just forced this down her throat
481,FOURINCHES.mp3,jeff abeln,four inches abeln,what about four inches
482,FOURSOME.mp3,charlie,foursome,we had a foursome
483,FOX2=PHD.mp3,charlie,fox phd journalism,dont you think working for the 2 fox is more prestigious than getting a phd
484,FRANKHITONME.mp3,unknown man,frank,franks been in before hes hit on me
485,FRANKHOWAREYOU-KROENKE.mp3,stan kroenke,frank kroenke ,frank how are you today
486,FRANKTHINKINGOFRENE.mp3,frank cusumano,frank rene,ooh gosh thats sick im thinking of Rene right now
487,FRANKTHOMASMETS.wav,Frank Thomas,mets frank thomas world series,mets have nothing to hold their heads down for except they didnt play that well and they gave away this world series
488,FRANKUPNEXT.mp3,tim,frank,franks up next
489,FRANK-DOUGSMALLJOHNSON.mp3,frank cusumano,frank ego johnson,frank would you say this statement is accurate big ego small johnson I cant confirm nor deny
490,FRANK-GAYPORN.mp3,frank cusumano,gay porn frank,this looks like gay porn here
491,FRANKSTESTICLE.mp3,frank cusumano,frank left testicle,what if I had my left testicle out and I was handing you a beer
492,FRAUD.mp3,unknown man,fraud,youre a fraud
493,FREAKSROLLWITHME.mp3,tim,freak roll with me,ay if you roll with me you gotta be a freak
494,FREEDOTEM-HRABE.mp3,chris hrabe,hrabe free dotem,free dotem
495,FREEDOTEM-VASGERSIAN.mp3,matt vasgersion,free dotem vasgersian,good talking to you guys free dotem
496,FREEDOTEM.mp3,unknown man,free dotem,free dotem
497,FREESPEECHNBOOZE.mp3,clay travis,clay travis boobs,I love two things the first amendment and boobs
498,FRESHMEAT.mp3,tim,fresh meat,how sweet fresh meat
499,FRIESBEFOREGUYS.mp3,tim,fries guys,fries before guys
500,FRIESNGRAVY.wav,cal may,french fries gravy,your french fries and gravy sir
501,FRIES.wav,unknown man,waffle fries sfw,what about the waffle fries?
502,FRIES=SEXYYEILD.mp3,timberfake,sexy yield fries timberfake,my fries have sexy yield by the way
503,FRISKYLESBO.mp3,jay jr,frisky lesbo jay,shes a frisky lesbo
504,FROTHY.mp3,unknown man,frothy,im frothy today
505,"FRUITIEST,CHEWIEST.mp3",plowboy,fruity chewy,theyre the fruitiest and the chewiest
506,FRUITIEST.mp3,cat,fruitiest ,well I think youre the fruitiest
507,FRYCONNOISSEUR.wav,unknown woman,fry connoisseur,I consider myself a fry connoisseur
508,FRYKNOWLEDGE.wav,cat,fry knowledge,are you at all impressed at all by our fry knowledge
509,FRYORBROWNEYE.mp3,unknown man,fry brown eye,would you rather eat a fry or my brown eye
510,FUGLYDORK.mp3,tim,fugly dork chicken,youre a fugly dork that steals chicken
511,FULLMAST.mp3,joe roderick,full mast roderick,joe doesnt even have me at full mast
512,FUNNIN'.wav,cat,funnin ,I was just funnin
513,FUNNYISGOOD.mp3,cat,funny is good,funny is good
514,Fixings.wav,kenny powers,fixings kenny powers,oooo were gonna have a lot of fixins
515,GAMBLEANDBOOZE-CHARLIE.mp3,charlie,gamble and booze charlie,ya gotta gamble and booze
516,GAMEPLAN.wav,unknown man,game plan,it actually comes down to the game plan
517,GANGBANG.mp3,jay jr,gang bang jay,sounds like a gang bang to me
518,GANGEDUPON.mp3,charlie,ganged up,ive been the one whos been ganged up on
519,GANGSTER.wav,doug,gangster ,I dont think its that gangster
520,GANJAGARDENGURU.mp3,cat,ganja garden guru,ganja garden guru
521,GARBAGE.wav,unknown man,garbage,this is garbage
522,GARYPINKEL.wav,gary pinkel,gary pinkel,ok guys thank you
523,GAYDAUGHTER-ADAM.mp3,caller adam,daughter gay adam lesbian,I dont care if my daughter is gay
524,GAYFORDOUG.mp3,ray king,gay ray king,im gay for doug
525,GAYNSTRAIGHT.mp3,cat,gay straight cat,hes fine with being gay except he happens to be straight
526,GAYONAIR.mp3,timberfake,timberfake gay on air,can I say gay on air
527,GAYPAGE-TIMBERFAKE.mp3,timberfake,timberfake gay page,put em on your little gay page
528,GAYPORN.mp3,tim,porn gay,like sometimes I wanna watch gay porn sometimes I wanna watch straight porn ok fine
529,GAYSEXISFUN.mp3,tim,gay sex,gay sex is fun
530,GAYSEX.mp3,tim,gay sex,just for the gay sex
531,GENDERTRANSFORMATION.mp3,doug,gender transformation tranny,is this the first step towards gender transformation
532,GENERALTSO'S.mp3,willy,general tso,general tso general tao
533,GENIUSES.wav,unknown man,genius,hey geniuses 
534,GENTLEMANANDDOUG.mp3,unknown woman,hello,hello gentleman and doug
535,GENTLEMAN.wav,weezer,gentleman,im a gentleman
536,GENTLEMANSLOVE.mp3,tim,gentlemans love,I will see a gentlemans love
537,GETACOUGAR.wav,willy,cougar willy,it is the place you want to be to get yourself a cougar
538,GETALIFE.wav,natty nate,natty nate get a life,get a life dude
539,GETANEWSHTICK-ADAM.mp3,caller adam,schtick adam,get a new schtick idiot
540,GETANYGIRLIWANT.mp3,timberfake,playbaby girl timberfake,im the playbaby I get any girl I want
541,GETCERTIFIED.mp3,tim,certified,lets get certified baby
542,GETDRUNK-LARRY.wav,larry nickel,drunk larry,uh get drunk
543,GETINTHERE.wav,tim,get in there,get in there boys
544,GETINTHESEUNDIES.mp3,tim,get in these drawers undies,its not tough to get into these drawers though
545,GETITUPQUICK.mp3,tawnee,get that up tawnee,how quickly do you need to get that up
546,GETLAIDBROTHER-TIMBERFAKE.mp3,timberfake,get laid timberfake,I just sit back and get laid brother
547,GETONBASE.mp3,tim,get on base,gotta get on base there
548,GETOUTTAHERE.wav,unknown man,get outta here,get the hell outta here
549,GETSCREWED.mp3,prodjoe,get screwed joe,get screwed
550,GETTHEW-CHARLIE.mp3,charlie,football run charlie,if you can run the football and you can stop the run you have a good chance of getting the w
551,GETTHISGUYOFF.wav,cat,get off guy cat,get this guy off
552,GETTHOSECONDOMS-CHASER.mp3,kelly chase,condoms doug chase,doug you make sure you go out and get those condoms
553,GETUSASLURPY.mp3,joe strauss,strauss,go get us a slurpy cause hey were trying hard
554,GETTINGGOOD.wav,unknown man,getting good,youre getting good at this
555,GETTINGOWNED.wav,charlie,owned charlie,youre getting owned right now
556,GETTINGWITHBLACKGUYS.mp3,plowboy,black gentleman plow,you are interested in getting with a black gentleman
557,GIDDYUP.wav,unknown man,giddy up,giddy up guys
558,GIRLSAREHOT.wav,unknown woman,girls hot lesbian,girls are hot
559,GIVEMEAHUG.mp3,cat,cat hug,come here and give me a hug
560,GLADYOUASKEDJIM.mp3,unknown woman,jim glad you asked,well jim im glad you asked
561,GLICKWEB.wav,jiminy glick ,jiminy glick tangled web,oh what a tangle web weve weaved
562,GLORYHOLEFACEBOOK.mp3,larry nickel,facebook larry gloryhole,I posted a picture on facebook about a glory hole
563,GLORYHOLESAREREAL.mp3,larry nickel,gloryholes larry,gloryholes are real
564,GOBLUENOTE.mp3,unknown man,go blues,go blue note
565,GOPACK.wav,plowboy,packers plow,go pack
566,GOSEAHAWKS.mp3,unknown man,seahawks,go seahawks
567,GOSUCKIT.mp3,unknown man,suck it,well they can go suck it
568,GODBLESS(RONDO).wav,rondo,butch jones tennessee rondo,god bless butch jones and god bless charlie daniels
569,GODTHATSUCKED.wav,unknown man,sucked,god that sucked
570,GOINGGETSTOUGH.mp3,unknown man,going tough,when the going gets tough the tough get going
571,GOINGTOBEAPONYSHOW-LARRY.mp3,larry nickel,pony show larry,yea I knew it was going to be a pony show
572,GOITERSITUATION.mp3,cat,goiter cat,weve got a goiter situation 
573,GOLDBERGCUP(I-70SERIES).mp3,cat,goldberg cup,some say this is the i70 showdown I call it the goldberg cup
574,GOLFCLUBS.mp3,doug,golf clubs ,hes got all the clubs in the sack
575,GONNADO.wav,unknown man,gonna do,whats you gonna do
576,GOOCH.wav,plowboy,gooch plowboy,gooch
577,GOODDEAL.mp3,plowboy,deal,ok good deal
578,GOODFORYOU.mp3,cat ,good for you cat sfw,good for you
